[ 2023-09-12 13:03:01,812 ] 28 my_custom_logger - INFO - DataFrame is uploaded
[ 2023-09-12 13:03:03,250 ] 32 my_custom_logger - INFO - Raw data is saved in artifacts folder
[ 2023-09-12 13:03:03,254 ] 35 my_custom_logger - INFO - train and test split is done
[ 2023-09-12 13:03:04,135 ] 39 my_custom_logger - INFO - train set of data is saved in artificats folder
[ 2023-09-12 13:03:04,611 ] 43 my_custom_logger - INFO - test set of data is saved in artificats folder
[ 2023-09-12 13:03:05,436 ] 52 my_custom_logger - INFO - Read train and test data is completed
[ 2023-09-12 13:03:05,436 ] 53 my_custom_logger - INFO - Obtaining preprocessing object
[ 2023-09-12 13:03:05,442 ] 64 my_custom_logger - INFO - Applying preprocessing object on training dataframe and testing dataframe
[ 2023-09-12 13:03:52,607 ] 72 my_custom_logger - INFO - Saved preprocessing Object.
